install_communism_make_puppet_setup;在$RECIPIENT$扶植一个无产阶级领导的新政府;;;;;;;;;;;;;
install_fascism_make_puppet;扶植法西斯政权;;;;;;;;;;;;;
install_fascism_make_puppet_desc;在该国建立一个法西斯专政的新政府;;;;;;;;;;;;;
install_fascism_make_puppet_short;在$RECIPIENT$扶植一个法西斯专政的新政府;;;;;;;;;;;;;
install_fascism_make_puppet_setup;在$RECIPIENT$扶植一个法西斯专政的新政府;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_FRA_EGY;$ORDER$法国对埃及的干涉战争;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_NET_EGY;$ORDER$荷兰对埃及的干涉战争;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_SPA_EGY;$ORDER$西班牙对埃及的干涉战争;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_AUS_EGY;$ORDER$奥地利对埃及的干涉战争;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_RUS_EGY;$ORDER$俄罗斯对埃及的干涉战争;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_PRU_EGY;$ORDER$普鲁士对埃及的干涉战争;;;;;;;;;;;;;
NORMAL_WAR_LIBERATE_NAME_ENG_EGY;$ORDER$英国对埃及的干涉战争;;;;;;;;;;;;;
AGRESSION_WAR_NAME_TUR_ITA;$ORDER$意土战争;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_QNG_PGG;$ORDER$云南回变;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_QNG_UYG;$ORDER$西北回变;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_QNG_XBI;$ORDER$西北回变;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_BHR_QAT;$ORDER$卡塔尔-巴林战争;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_BHR_QAT;$ORDER$卡塔尔-巴林战争;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_RUS_CIR;$ORDER$切尔克斯战争;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_RUS_CIR;$ORDER$切尔克斯战争;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_RUS_DAG;$ORDER$穆里德战争;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_RUS_DAG;$ORDER$穆里德战争;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_ANY_NAME_ENG_PNJ;$ORDER$锡克战争;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_ANY_NAME_ENG_PNJ;$ORDER$锡克战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_ARC_ENT;$ORDER$普拉塔战争;;;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME_ARC_ENT;$ORDER$普拉塔战争;;;;;;;;;;;;;
NO_ALLOWED_STATES;(无适用国家).;;;;;;;;;;;;;
po_reduce_prestige;威望减少了-$VALUE$?;;;;;;;;;;;;;
NORMAL_PUNITIVE_EXPEDITION_WAR_NAME;$ORDER$$FIRST$-$SECOND$战争;;;;;;;;;;;;;
AGRESSION_PUNITIVE_EXPEDITION_WAR_NAME;$ORDER$$FIRST$-$SECOND$战争;;;;;;;;;;;;;
NORMAL_PUNITIVE_EXPEDITION_WAR_NAME_ENG_QNG;$ORDER$鸦片战争;;;;;;;;;;;;;
treaty_port_casus_belli;通商战争;;;;;;;;;;;;;
treaty_port_casus_belli_desc;强迫该国签订不平等条约以获取一个通商口岸;;;;;;;;;;;;;
treaty_port_casus_belli_short;签订一个不平等条约;;;;;;;;;;;;;
treaty_port_casus_belli_setup;强迫该国签订不平等条约以获取一个通商口岸;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$多米尼加独立战争;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$多米尼加独立战争;;;;;;;;;;;;;
AGRESSION_WAR_GUNBOAT_NAME;炮舰外交;;;;;;;;;;;;;
status_quo;维持现状;;;;;;;;;;;;;
AGRESSION_WAR_BOXER_NAME;义和团战争;;;;;;;;;;;;;
call_allies_cb;请求盟友支援;;;;;;;;;;;;;
call_allies_cb_desc;请求盟友加入这场战争;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$$FIRST$的解放战争;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME;$ORDER$$FIRST$的解放战争;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$$FIRST$对$SECOND$的羞辱战争;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME;$ORDER$$FIRST$控制$SECOND_COUNTRY$的战争;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST$-$SECOND$战争;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST$的侵略战争;;;;;;;;;;;;;
NORMAL_WAR_DISMANTLE_NAME;$ORDER$$FIRST$肢解$SECOND$的战争;;;;;;;;;;;;;
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$$FIRST$的侵略战争;;;;;;;;;;;;;
NORMAL_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$$FIRST$-$SECOND$的帝国重建战争;;;;;;;;;;;;;
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$$FIRST$-$SECOND$的帝国重建战争;;;;;;;;;;;;;
NORMAL_WAR_FREE_BALKANS_NAME;$ORDER$$FIRST$-$SECOND$的巴尔干战争;;;;;;;;;;;;;
AGRESSION_WAR_FREE_BALKANS_NAME;$ORDER$$FIRST$-$SECOND$的巴尔干战争;;;;;;;;;;;;;
NORMAL_WAR_MONROE_DOCTRINE_NAME;$ORDER$$FIRST$-$SECOND$的美洲主权战争;;;;;;;;;;;;;
AGRESSION_WAR_MONROE_DOCTRINE_NAME;$ORDER$$FIRST$-$SECOND$的美洲主权战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_AMERICA_NAME;$ORDER$$FIRST$-$SECOND$的美国重建战争;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_AMERICA_NAME;$ORDER$$FIRST$-$SECOND$的美国重建战争;;;;;;;;;;;;;
NORMAL_WAR_HOLY_LAND_NAME;$ORDER$$FIRST$-$SECOND$的黎凡特战争;;;;;;;;;;;;;
AGRESSION_WAR_HOLY_LAND_NAME;$ORDER$$FIRST$-$SECOND$的黎凡特战争;;;;;;;;;;;;;
NORMAL_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$的英属印度战争;;;;;;;;;;;;;
AGRESSION_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$的英属印度战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_USA_FSA;$ORDER$美国内战;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_USA_CSA_USA;$ORDER$美国内战;;;;;;;;;;;;;
NORMAL_WAR_CHINA_REUNIFICATION;$ORDER$中华统一战争;;;;;;;;;;;;;
AGRESSION_WAR_CHINA_REUNIFICATION;$ORDER$中华统一战争;;;;;;;;;;;;;
NORMAL_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$的圣战;;;;;;;;;;;;;
AGRESSION_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$的圣战;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$普拉塔战争;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$普拉塔战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SAT;$ORDER$倒幕战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_CHO;$ORDER$倒幕战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_TOS;$ORDER$倒幕战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_KAG;$ORDER$倒幕战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SEN;$ORDER$倒幕战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_YZW;$ORDER$倒幕战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_TRN;$ORDER$布尔战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_ORA;$ORDER$布尔战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_NAL;$ORDER$布尔战争;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_TUR_EGY;$ORDER$东方危机;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_QNG;$ORDER$鸦片战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_GON;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_GON;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_TIG;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_TIG;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_SHW;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_SHW;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_TIG;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_TIG;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_SHW;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_SHW;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_GON;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_GON;埃塞俄比亚诸侯割据战争;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$克里米亚战争;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$克里米亚战争;;;;;;;;;;;;;
NORMAL_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$重建$COUNTRY_ADJ$的战争;;;;;;;;;;;;;
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$重建$COUNTRY_ADJ$的战争;;;;;;;;;;;;;
NORMAL_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$的殖民征服战争;;;;;;;;;;;;;
AGRESSION_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$的殖民征服战争;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_TUR_ROM;$ORDER$罗马尼亚独立战争;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_TUR_ROM;$ORDER$罗马尼亚独立战争;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_IRE;$ORDER$爱尔兰独立战争;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_ENG_IRE;$ORDER$爱尔兰独立战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_NEJ_HAL;$ORDER$阿拉伯主导战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_HAL_NEJ;$ORDER$阿拉伯主导战争;;;;;;;;;;;;;
NORMAL_WAR_NAME_ENG_USA;$ORDER$英美战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_USA;$ORDER$$FIRST$征服$STATE$的战争;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$FIRST$解放$STATE$的战争;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$美墨战争;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$美墨战争;;;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$太平天国战争;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_QNG_TPG;$ORDER$太平天国战争;;;;;;;;;;;;;
punitive_effects;国耻;;;;;;;;;;;;;
punitive_effects_desc;战胜国施加给我们的耻辱和惩罚已经生效，我们将无法对别国发起战争，除非别国首先对我国宣战。;;;;;;;;;;;;;
no_more_war;厌战;;;;;;;;;;;;;
no_more_war_desc;人民厌倦了战争，他们对战争的热忱很难再被激发，因此这段时间内我们难以再发动战争。这意味着这个修正生效时，可被用来发动战争的战争理由将十分之少。;;;;;;;;;;;;;
end_the_war;终战;;;;;;;;;;;;;
end_the_war_desc;敌人被打败了，人民呼唤我们尽快给战争划上休止符。;;;;;;;;;;;;;
dismantle_cb;肢解国家;;;;;;;;;;;;;
dismantle_cb_desc;迫使一个强敌被肢解并支付赔款;;;;;;;;;;;;;
dismantle_cb_short;迫使$RECIPIENT$被肢解;;;;;;;;;;;;;
dismantle_cb_setup;迫使$RECIPIENT$被肢解;;;;;;;;;;;;;
dismantle_cb_add;肢解国家;;;;;;;;;;;;;
dismantle_cb_add_desc;迫使一个强敌被肢解并支付赔款;;;;;;;;;;;;;
dismantle_cb_add_short;迫使$RECIPIENT$被肢解;;;;;;;;;;;;;
dismantle_cb_add_setup;迫使$RECIPIENT$被肢解;;;;;;;;;;;;;
dismantle_cb_add_new;肢解国家;;;;;;;;;;;;;
dismantle_cb_add_new_desc;迫使一个强敌被肢解并支付赔款;;;;;;;;;;;;;
dismantle_cb_add_new_short;迫使$RECIPIENT$被肢解;;;;;;;;;;;;;
dismantle_cb_add_new_setup;迫使$RECIPIENT$被肢解;;;;;;;;;;;;;
great_war_install_democracy;建立民主政权;;;;;;;;;;;;;
great_war_install_democracy_desc;在该国建立一个友好的民主新政权;;;;;;;;;;;;;
great_war_install_democracy_short;在$RECIPIENT$建立民主政权;;;;;;;;;;;;;
great_war_install_democracy_setup;在$RECIPIENT$建立民主政权;;;;;;;;;;;;;
great_war_install_fascism;建立法西斯专政;;;;;;;;;;;;;
great_war_install_fascism_desc;在该国建立一个友好的法西斯新政权;;;;;;;;;;;;;
great_war_install_fascism_short;在$RECIPIENT$建立法西斯专政;;;;;;;;;;;;;
great_war_install_fascism_setup;在$RECIPIENT$建立法西斯专政;;;;;;;;;;;;;
great_war_install_communism;建立共产党政权;;;;;;;;;;;;;
great_war_install_communism_desc;在该国建立一个友好的共产党新政权;;;;;;;;;;;;;
great_war_install_communism_short;在$RECIPIENT$建立共产党政权;;;;;;;;;;;;;
great_war_install_communism_setup;在$RECIPIENT$建立共产党政权;;;;;;;;;;;;;
install_democracy;建立民主政权;;;;;;;;;;;;;
install_democracy_desc;在该国建立一个友好的民主新政权;;;;;;;;;;;;;
install_democracy_short;在$RECIPIENT$建立民主政权;;;;;;;;;;;;;
install_democracy_setup;在$RECIPIENT$建立民主政权;;;;;;;;;;;;;
install_fascism;建立法西斯专政;;;;;;;;;;;;;
install_fascism_desc;在该国建立一个友好的法西斯新政权;;;;;;;;;;;;;
install_fascism_short;在$RECIPIENT$建立法西斯专政;;;;;;;;;;;;;
install_fascism_setup;在$RECIPIENT$建立法西斯专政;;;;;;;;;;;;;
install_communism;建立共产党政权;;;;;;;;;;;;;
install_communism_desc;在该国建立一个友好的共产党新政权;;;;;;;;;;;;;
install_communism_short;在$RECIPIENT$建立共产党政权;;;;;;;;;;;;;
install_communism_setup;在$RECIPIENT$建立共产党政权;;;;;;;;;;;;;
great_war_liberate;解放;;;;;;;;;;;;;
great_war_liberate_desc;从压迫者的暴政下解放一个国家;;;;;;;;;;;;;
great_war_liberate_short;$THIRD$将获取$STATE$;;;;;;;;;;;;;
great_war_liberate_setup;将$STATE$从$RECIPIENT$手中解放并归还给$THIRD$;;;;;;;;;;;;;
great_war_acquire_core;夺回法理领土;;;;;;;;;;;;;
great_war_acquire_core_desc;从敌人手中夺回一块我们神圣不可分割的领土;;;;;;;;;;;;;
great_war_acquire_core_short;夺回$STATE$;;;;;;;;;;;;;
great_war_acquire_core_setup;从$RECIPIENT$手中夺回本应属于我们的$STATE$;;;;;;;;;;;;;
great_war_place_in_the_sun;阳光下的地盘;;;;;;;;;;;;;
great_war_place_in_the_sun_desc;夺取一块敌人的殖民地;;;;;;;;;;;;;
great_war_place_in_the_sun_short;夺取$STATE$;;;;;;;;;;;;;
great_war_place_in_the_sun_setup;从$RECIPIENT$手中夺取理应属于我们的$STATE$殖民地;;;;;;;;;;;;;
great_war_release_puppet;释放傀儡国;;;;;;;;;;;;;
great_war_release_puppet_short;$THIRD$被释放了;;;;;;;;;;;;;
great_war_release_puppet_setup;从$RECIPIENT$的控制下中释放$THIRD$;;;;;;;;;;;;;
great_war_release_puppet_desc;从其宗主国手中释放一个傀儡国;;;;;;;;;;;;;
great_war_take_from_sphere;争夺势力范围;;;;;;;;;;;;;
great_war_take_from_sphere_desc;将一国从别国的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
great_war_take_from_sphere_short;将$THIRD$从其原本的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
great_war_take_from_sphere_setup;将$THIRD$从$RECIPIENT$的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
add_to_sphere_AI;纳入势力范围;;;;;;;;;;;;;
add_to_sphere_AI_desc;将该国纳入我国势力范围;;;;;;;;;;;;;
add_to_sphere_AI_short;将$RECIPIENT$纳入我国的势力范围;;;;;;;;;;;;;
add_to_sphere_AI_setup;将$RECIPIENT$纳入我国的势力范围;;;;;;;;;;;;;
unification_add_to_sphere;将兄弟国家纳入势力范围;;;;;;;;;;;;;
unification_add_to_sphere_desc;将与我们同属一个文化组的国家纳入势力范围;;;;;;;;;;;;;
unification_add_to_sphere_short;将$RECIPIENT$纳入我国的势力范围;;;;;;;;;;;;;
unification_add_to_sphere_setup;将$RECIPIENT$纳入我国的势力范围;;;;;;;;;;;;;
take_from_sphere_AI;争夺势力范围;;;;;;;;;;;;;
take_from_sphere_AI_desc;将一国从别国的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
take_from_sphere_AI_short;将$THIRD$从其原本的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
take_from_sphere_AI_setup;将$THIRD$从$RECIPIENT$的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
free_peoples_AI;解放民族;;;;;;;;;;;;;
free_peoples_AI_desc;从压迫者手中解放一个国家;;;;;;;;;;;;;
free_peoples_AI_short;$THIRD$获取$STATE$;;;;;;;;;;;;;
free_peoples_AI_setup;将$STATE$从$RECIPIENT$手中夺回并交还给$THIRD$;;;;;;;;;;;;;
free_peoples;Free People;;;;;;;;;;;;;
free_peoples_short;$THIRD$ acquires $STATE$;;;;;;;;;;;;;
free_peoples_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;;;;;;;;;;;;;
free_allied_cores;解放盟友的核心;;;;;;;;;;;;;
free_allied_cores_desc;解放在你势力范围内一个盟友国家的核心领土;;;;;;;;;;;;;
free_allied_cores_short;$THIRD$获取$STATE$;;;;;;;;;;;;;
free_allied_cores_setup;将$STATE$从$RECIPIENT$手中夺回并交还给$THIRD$;;;;;;;;;;;;;
release_puppet_AI;释放傀儡国;;;;;;;;;;;;;
release_puppet_AI_short;$THIRD$被释放了;;;;;;;;;;;;;
release_puppet_AI_setup;从$RECIPIENT$的控制下中释放$THIRD$;;;;;;;;;;;;;
release_puppet_AI_desc;从其宗主国手中释放一个傀儡国;;;;;;;;;;;;;
demand_concession_NI_casus_belli;索要租借地;;;;;;;;;;;;;
demand_concession_NI_casus_belli_desc;强迫一个未开化国家割让土地给我们作为租借地;;;;;;;;;;;;;
demand_concession_NI_casus_belli_setup;向$RECIPIENT$索要一个省份作为租借地;;;;;;;;;;;;;
demand_concession_NI_casus_belli_short;索要$STATE$;;;;;;;;;;;;;
demand_concession_BC_casus_belli;索要租借地;;;;;;;;;;;;;
demand_concession_BC_casus_belli_desc;强迫一个未开化国家割让土地给我们作为租借地;;;;;;;;;;;;;
demand_concession_BC_casus_belli_setup;向$RECIPIENT$索要一个省份作为租借地;;;;;;;;;;;;;
demand_concession_BC_casus_belli_short;索要$STATE$;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli;建立保护国;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli_desc;吞并一个未开化国家使其变为我们的保护国;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli_setup;通过建立保护国吞并$RECIPIENT$;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli_short;吞并$RECIPIENT$;;;;;;;;;;;;;
establish_protectorate_BC_casus_belli;建立保护国;;;;;;;;;;;;;
establish_protectorate_BC_casus_belli_desc;吞并一个未开化国家使其变为我们的保护国;;;;;;;;;;;;;
establish_protectorate_BC_casus_belli_setup;通过建立保护国吞并$RECIPIENT$;;;;;;;;;;;;;
establish_protectorate_BC_casus_belli_short;吞并$RECIPIENT$;;;;;;;;;;;;;
unification_humiliate;维护霸权;;;;;;;;;;;;;
unification_humiliate_desc;将一国从别国的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
unification_humiliate_setup;将$THIRD$从$RECIPIENT$的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
unification_humiliate_short;将$THIRD$从其原本的势力范围中移出并纳入我国势力范围;;;;;;;;;;;;;
claim_colonial_region;Effective Occupation - Demand State;;;;;;;;;;;;;
claim_colonial_region_desc;Force an uncivilized country to secede territory that we have claims on according to Article 35 of the West Africa Conference, which delineates the doctrine of effective occupation.;;;;;;;;;;;;;
claim_colonial_region_setup;Demand that $RECIPIENT$ secede territory that we have claims on according to Article 35 of the West Africa Conference, which delineates the doctrine of effective occupation.;;;;;;;;;;;;;
claim_colonial_region_short;Demand $STATE$;;;;;;;;;;;;;
claim_colonial_region_full;Effective Occupation - Annex;;;;;;;;;;;;;
claim_colonial_region_full_desc;Force an uncivilized country to become a protectorate according to Article 33 of the West Africa Conference, which delineates the doctrine of spheres of influence.;;;;;;;;;;;;;
claim_colonial_region_full_setup;Force $RECIPIENT$ to become a protectorate according to Article 33 of the West Africa Conference, which delineates the doctrine of spheres of influence.;;;;;;;;;;;;;
claim_colonial_region_full_short;Annex $RECIPIENT$;;;;;;;;;;;;;
colonial_conquest;殖民战争;;;;;;;;;;;;;
colonial_conquest_desc;夺取一个我们拥有殖民宣称的省份，这将导致0.5到2不等的随机恶名。;;;;;;;;;;;;;
colonial_conquest_setup;从$RECIPIENT$获取$STATE$;;;;;;;;;;;;;
colonial_conquest_short;获取$STATE$;;;;;;;;;;;;;
colonial_conquest_full;Imperialism - Annex;;;;;;;;;;;;;
colonial_conquest_full_desc;Force an uncivilized country that we have colonial claims on to become a protectorate. This will give 0.5 to 2 infamy and we will have to wait 5 years before we are able to use Imperialism Casus Bellis again.;;;;;;;;;;;;;
colonial_conquest_full_setup;Force $RECIPIENT$ to become a protectorate. This will give 0.5 to 2 infamy and we will have to wait 5 years before we are able to use Imperialism Casus Bellis again.;;;;;;;;;;;;;
colonial_conquest_full_short;Annex $RECIPIENT$;;;;;;;;;;;;;
annex_africa;瓜分非洲-索要省份;;;;;;;;;;;;;
annex_africa_desc;强迫一个未开化国家根据列强会议制定的规则交出一个省份;;;;;;;;;;;;;
annex_africa_setup;向$RECIPIENT$根据列强会议的规则索要省份;;;;;;;;;;;;;
annex_africa_short;索要$STATE$;;;;;;;;;;;;;
annex_africa_full;瓜分非洲-吞并;;;;;;;;;;;;;
annex_africa_full_desc;强迫一个未开化国家根据列强会议制定的规则成为保护国;;;;;;;;;;;;;
annex_africa_full_setup;根据列强会议制定的规则吞并$RECIPIENT$;;;;;;;;;;;;;
annex_africa_full_short;吞并$RECIPIENT$;;;;;;;;;;;;;
restore_austrian_empire;获取奥地利帝国的核心;;;;;;;;;;;;;
restore_austrian_empire_desc;夺取一个法理上应为奥地利帝国所有的省份;;;;;;;;;;;;;
restore_austrian_empire_short;夺取$STATE$;;;;;;;;;;;;;
restore_austrian_empire_setup;从$RECIPIENT$手中夺回法理上应属于奥地利的$STATE$;;;;;;;;;;;;;
free_balkans;解放巴尔干国家;;;;;;;;;;;;;
free_balkans_desc;从其压迫者手中解放一个完整的巴尔干民族国家;;;;;;;;;;;;;
free_balkans_short;解放$THIRD$;;;;;;;;;;;;;
